,player_name,pos,season,completions_y_pred_gbf,attempts_y_pred_gbf,passing_yards_y_pred_gbf,passing_tds_y_pred_gbf,interceptions_y_pred_gbf,sacks_y_pred_gbf,sack_yards_y_pred_gbf,sack_fumbles_y_pred_gbf,sack_fumbles_lost_y_pred_gbf,passing_air_yards_y_pred_gbf,passing_yards_after_catch_y_pred_gbf,passing_first_downs_y_pred_gbf,passing_epa_y_pred_gbf,passing_2pt_conversions_y_pred_gbf,pacr_y_pred_gbf,dakota_y_pred_gbf,carries_y_pred_gbf,rushing_yards_y_pred_gbf,rushing_tds_y_pred_gbf,rushing_fumbles_y_pred_gbf,rushing_fumbles_lost_y_pred_gbf,rushing_first_downs_y_pred_gbf,rushing_epa_y_pred_gbf,rushing_2pt_conversions_y_pred_gbf,receptions_y_pred_gbf,targets_y_pred_gbf,receiving_yards_y_pred_gbf,receiving_tds_y_pred_gbf,receiving_fumbles_y_pred_gbf,receiving_fumbles_lost_y_pred_gbf,receiving_air_yards_y_pred_gbf,receiving_yards_after_catch_y_pred_gbf,receiving_first_downs_y_pred_gbf,receiving_epa_y_pred_gbf,receiving_2pt_conversions_y_pred_gbf,racr_y_pred_gbf,target_share_y_pred_gbf,air_yards_share_y_pred_gbf,wopr_x_y_pred_gbf,special_teams_tds_y_pred_gbf,fantasy_points_y_pred_gbf,fantasy_points_ppr_y_pred_gbf,games_y_pred_gbf,tgt_sh_y_pred_gbf,ay_sh_y_pred_gbf,yac_sh_y_pred_gbf,wopr_y_y_pred_gbf,ry_sh_y_pred_gbf,rtd_sh_y_pred_gbf,rfd_sh_y_pred_gbf,rtdfd_sh_y_pred_gbf,dom_y_pred_gbf,w8dom_y_pred_gbf,yptmpa_y_pred_gbf,ppr_sh_y_pred_gbf,fantasy_points_proj,fantasy_points_proj/G,fantasy_points_proj/G_rank,fantasy_points_proj_rank
272,Nick Vannett,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.09,-0.01,0.0,0.0,0.0,-0.0,-0.02,0.0,8.8,12.55,64.57,0.96,0.15,0.01,45.67,44.3,2.91,2.21,0.0,11.72,0.32,0.16,0.72,0.0,8.31,19.54,8.22,0.05,0.03,0.05,0.1,0.04,0.14,0.03,0.04,0.07,0.05,0.24,0.03,17.93,2.18,526.0,451.5
273,Hunter Henry,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.3,0.01,0.0,0.0,0.0,0.36,0.09,0.0,43.22,71.91,396.58,3.51,0.4,0.25,507.87,142.86,23.54,17.23,0.25,24.49,1.72,1.8,4.07,0.0,58.31,100.74,11.39,0.1,0.1,0.09,0.21,0.1,0.14,0.11,0.12,0.12,0.11,0.7,0.07,94.16,8.27,211.0,165.5
274,Tyler Higbee,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.04,0.11,0.0,0.0,0.0,0.05,0.02,0.0,34.79,56.1,300.93,2.27,0.31,0.19,304.87,127.78,23.17,9.13,0.1,25.67,2.04,1.69,3.94,0.0,50.64,71.79,14.46,0.1,0.08,0.1,0.2,0.1,0.14,0.12,0.12,0.13,0.12,0.78,0.07,72.46,5.01,367.0,208.0
275,Mo Alie-Cox,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,0.01,0.02,0.0,21.36,28.27,148.61,1.21,1.19,-0.01,144.74,141.75,9.26,-0.36,-0.02,12.74,0.7,0.54,1.44,0.0,28.56,47.21,6.31,0.06,0.05,0.06,0.15,0.05,0.07,0.05,0.05,0.06,0.03,0.34,0.03,36.2,5.73,328.0,328.0
276,Johnny Mundt,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.02,0.8,0.0,0.0,0.0,0.1,0.05,0.0,15.64,16.91,186.01,1.32,1.36,0.03,45.33,171.05,8.6,2.41,-0.01,17.46,0.64,0.24,1.26,0.0,26.14,42.09,8.67,0.06,0.04,0.06,0.12,0.05,0.08,0.05,0.05,0.05,0.05,0.43,0.04,37.39,4.31,411.0,324.0
277,George Kittle,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.34,1.82,0.0,0.0,0.0,0.28,0.09,0.0,103.25,128.62,1002.55,5.76,0.73,1.06,953.34,523.23,46.49,33.25,0.34,24.66,3.38,3.34,7.85,0.0,128.74,238.86,16.06,0.2,0.22,0.23,0.41,0.22,0.18,0.23,0.22,0.21,0.23,1.73,0.15,208.9,13.01,106.0,43.0
278,Pharaoh Brown,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.02,0.06,0.0,0.0,0.0,0.01,0.01,0.0,11.02,16.44,84.73,0.57,1.2,-0.01,67.17,127.36,6.64,2.45,0.08,9.64,0.5,0.25,0.92,0.0,10.61,21.42,4.73,0.05,0.02,0.08,0.09,0.04,0.04,0.05,0.03,0.05,0.05,0.39,0.03,19.7,4.16,423.0,437.0
279,Eric Saubert,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.03,0.0,9.8,7.82,63.43,0.34,1.34,-0.0,29.36,128.54,4.99,0.61,-0.01,5.32,0.31,0.06,0.56,0.0,10.09,23.66,5.47,0.04,0.02,0.03,0.08,0.03,0.02,0.04,0.03,0.04,0.03,0.29,0.02,14.44,2.64,506.5,486.0
280,Robert Tonyan,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.04,0.0,0.0,0.0,-0.0,-0.02,0.0,19.53,23.48,149.7,0.12,1.18,0.02,112.8,145.12,8.79,4.02,0.16,16.71,0.51,0.47,1.14,0.0,17.17,36.73,8.7,0.06,0.05,0.06,0.13,0.05,0.1,0.08,0.08,0.07,0.08,0.39,0.03,29.0,3.34,475.5,377.0
281,Jonnu Smith,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.71,0.56,0.0,0.0,0.0,0.06,0.1,0.0,45.47,46.99,374.57,2.88,2.47,1.47,144.92,351.06,18.37,3.09,0.18,20.16,1.66,0.59,4.07,0.0,63.58,94.92,9.58,0.09,0.06,0.21,0.2,0.08,0.14,0.11,0.13,0.13,0.09,0.73,0.07,83.18,8.68,200.5,186.0
282,Evan Engram,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.27,0.28,0.32,0.0,0.0,0.05,-0.1,0.0,84.53,108.04,699.55,3.66,1.1,1.36,522.62,463.74,31.62,0.34,0.47,27.61,2.48,2.13,5.71,0.0,88.51,173.13,11.83,0.18,0.17,0.21,0.41,0.18,0.17,0.16,0.17,0.18,0.16,1.33,0.13,150.46,12.72,114.5,96.0
283,David Njoku,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.32,0.12,0.0,0.0,0.0,0.16,-0.02,0.0,93.08,102.68,761.72,5.42,0.61,1.05,489.48,492.26,32.34,14.47,0.36,20.81,2.75,2.02,6.02,0.0,86.02,179.46,13.23,0.2,0.17,0.23,0.37,0.18,0.19,0.18,0.19,0.17,0.18,1.23,0.13,170.55,12.89,110.0,78.0
284,Gerald Everett,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.19,0.71,0.0,0.0,0.0,0.05,-0.09,0.0,39.17,66.11,360.5,2.53,2.37,0.61,250.35,284.3,17.71,0.9,0.27,24.48,1.84,0.77,3.8,0.0,47.2,77.71,13.73,0.11,0.09,0.22,0.23,0.11,0.17,0.12,0.12,0.15,0.13,0.78,0.08,77.35,5.63,335.0,199.0
285,Ross Dwelley,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.08,0.04,0.0,0.0,0.0,0.05,0.29,0.0,11.8,12.48,105.8,0.4,1.16,-0.0,44.61,120.17,6.15,1.01,-0.0,7.12,0.36,0.28,0.61,0.0,10.87,24.61,6.6,0.05,0.04,0.05,0.12,0.04,0.07,0.04,0.06,0.04,0.03,0.33,0.03,20.8,3.15,486.0,429.0
286,Will Dissly,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.2,0.49,0.0,0.0,0.0,0.11,0.1,0.0,14.74,11.7,134.3,0.76,1.16,0.02,81.73,160.55,8.33,2.18,0.06,21.79,0.52,0.46,0.88,0.0,18.13,35.51,8.89,0.05,0.03,0.05,0.1,0.05,0.07,0.05,0.06,0.11,0.08,0.34,0.04,28.58,3.21,484.0,380.0
287,Ryan Izzo,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.17,2.64,0.0,0.0,0.0,0.02,-0.33,0.0,44.88,66.12,388.96,3.96,1.39,0.43,287.09,197.94,22.59,8.11,0.16,25.93,1.6,1.3,3.48,0.0,61.72,103.91,14.36,0.11,0.08,0.18,0.22,0.1,0.19,0.15,0.16,0.16,0.13,0.72,0.08,95.17,6.63,274.0,164.0
288,Dallas Goedert,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.05,0.12,0.0,0.0,0.0,0.05,0.01,0.0,75.84,94.84,659.33,2.5,0.66,1.15,520.42,382.27,35.82,16.5,-0.04,22.04,2.66,2.16,5.74,0.0,80.08,153.07,14.68,0.18,0.1,0.23,0.4,0.16,0.17,0.19,0.2,0.13,0.19,1.41,0.13,134.92,9.19,184.0,113.0
289,Jordan Akins,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,-0.07,0.0,0.0,0.0,-0.01,0.01,0.0,24.62,34.1,206.94,0.9,2.16,0.07,253.42,178.89,15.22,1.43,-0.03,18.54,1.26,0.81,1.82,0.0,27.67,43.06,10.1,0.09,0.07,0.1,0.21,0.09,0.02,0.08,0.08,0.06,0.06,0.54,0.04,43.72,4.33,409.5,299.0
290,Ian Thomas,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.06,0.0,0.0,0.0,0.01,0.01,0.0,10.61,8.34,79.62,0.68,1.22,0.02,30.49,122.27,4.91,0.52,-0.01,4.63,0.33,0.1,0.68,0.0,9.64,15.29,3.19,0.05,0.02,0.06,0.08,0.03,0.05,0.04,0.04,0.09,0.05,0.27,0.03,18.56,5.81,318.5,447.0
291,Dalton Schultz,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.16,0.35,0.0,0.0,0.0,0.0,0.01,0.0,51.68,79.23,549.41,3.9,0.21,0.06,698.44,212.01,30.71,14.18,0.24,23.65,2.37,2.38,4.51,0.0,62.24,134.75,14.7,0.17,0.11,0.18,0.39,0.17,0.13,0.18,0.17,0.13,0.14,1.29,0.12,119.8,8.15,215.0,128.0
292,Mark Andrews,TE,2024.0,0.41,1.31,1.71,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.45,0.4,0.16,0.0,0.0,0.0,1.33,3.6,0.44,0.0,0.0,0.66,0.07,0.0,46.36,78.18,513.32,3.77,0.26,0.31,653.7,246.6,32.52,33.17,0.37,17.89,2.67,2.98,4.74,0.0,82.38,131.53,10.83,0.18,0.15,0.22,0.46,0.21,0.13,0.25,0.26,0.11,0.1,1.35,0.12,116.97,10.8,146.0,134.5
293,Durham Smythe,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.18,3.6,0.0,0.0,0.0,0.0,-0.01,0.0,25.17,23.13,254.67,2.25,1.05,0.53,125.45,199.93,12.95,12.5,0.64,23.74,0.8,0.5,1.66,0.0,50.3,66.29,11.43,0.06,0.04,0.11,0.13,0.09,0.11,0.07,0.09,0.11,0.09,0.65,0.06,58.07,5.08,359.5,244.0
294,Mike Gesicki,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.38,0.03,0.0,25.68,35.15,223.37,3.18,0.75,0.75,229.75,143.16,14.36,4.14,0.21,18.42,1.07,1.17,2.08,0.0,29.93,58.05,10.9,0.09,0.07,0.05,0.19,0.06,0.16,0.07,0.07,0.12,0.06,0.57,0.04,60.56,5.55,339.5,236.0
295,Hayden Hurst,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.07,0.0,0.0,0.0,-0.01,-0.04,0.0,15.58,17.66,152.42,3.2,1.19,-0.01,94.2,156.69,8.88,-1.64,0.04,18.78,0.49,0.59,1.39,0.0,27.98,38.72,9.17,0.06,0.04,0.06,0.14,0.05,0.09,0.06,0.07,0.07,0.07,0.41,0.04,45.54,4.97,369.5,286.0
296,Foster Moreau,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,-0.01,-0.04,0.0,23.47,41.14,222.94,1.63,1.19,0.03,202.0,161.08,10.29,3.84,0.19,15.15,0.93,0.69,2.03,0.0,31.66,61.69,9.56,0.08,0.07,0.09,0.18,0.07,0.12,0.07,0.09,0.13,0.09,0.39,0.05,48.13,5.03,365.0,272.0
297,T.J. Hockenson,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.0,0.0,0.0,-0.0,0.0,71.99,94.34,973.18,6.11,1.21,0.69,853.15,438.85,38.43,15.12,0.52,23.92,2.33,3.01,5.5,0.0,133.82,196.4,14.53,0.18,0.2,0.25,0.4,0.2,0.19,0.21,0.21,0.23,0.23,1.52,0.13,188.31,12.96,107.0,60.0
298,Josh Oliver,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.02,-0.06,0.0,0.0,0.0,0.02,0.03,0.0,14.46,12.98,82.94,0.94,1.4,0.3,46.49,138.21,5.78,1.39,0.07,11.47,0.53,0.15,0.99,0.0,12.23,22.07,6.75,0.06,0.03,0.06,0.1,0.04,0.08,0.05,0.06,0.11,0.07,0.41,0.05,22.52,3.34,475.5,417.0
299,Trevon Wesco,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.04,0.23,0.0,11.63,11.73,120.44,0.82,1.46,-0.0,39.19,154.24,7.42,1.72,0.1,10.73,0.36,0.1,0.64,0.0,11.83,23.21,5.66,0.04,0.02,0.05,0.09,0.03,0.01,0.04,0.05,0.04,0.03,0.29,0.02,25.25,4.46,399.5,399.0
300,Donald Parham,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.01,-0.0,0.0,12.82,9.33,124.09,1.39,1.17,0.08,63.88,151.28,6.62,5.24,0.02,12.45,0.56,0.25,1.02,0.0,28.09,33.52,4.56,0.05,0.03,0.06,0.11,0.05,0.1,0.05,0.04,0.12,0.07,0.46,0.04,29.26,6.42,283.0,374.5
301,Jesper Horsted,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.06,0.52,0.0,0.0,0.0,0.23,0.32,0.0,13.29,12.3,85.88,2.04,0.84,0.08,30.65,135.73,6.87,2.22,0.28,10.46,0.42,0.13,0.72,0.0,15.61,29.63,7.5,0.04,0.03,0.06,0.1,0.04,0.22,0.03,0.03,0.11,0.08,0.29,0.05,30.69,4.09,429.5,365.0
302,Drew Sample,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,3.9,10.08,0.0,0.0,0.0,3.9,2.97,0.0,14.22,14.13,90.24,1.96,1.34,0.02,29.66,161.49,5.71,4.8,0.2,17.05,0.51,0.11,0.74,0.0,18.77,30.12,7.81,0.04,0.01,0.07,0.08,0.04,0.13,0.05,0.06,0.1,0.08,0.37,0.05,32.76,4.19,420.0,353.0
303,Noah Fant,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.07,0.33,0.0,0.0,0.0,0.04,0.01,0.0,28.15,44.51,267.38,1.45,0.41,0.24,232.84,184.38,14.01,2.67,0.41,20.16,1.26,1.23,2.84,0.0,34.03,63.29,11.53,0.11,0.06,0.09,0.21,0.1,0.16,0.08,0.09,0.15,0.12,0.71,0.06,56.72,4.92,372.5,245.0
304,Dawson Knox,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.08,0.16,0.0,0.0,0.0,0.12,0.08,0.0,38.72,51.87,411.92,1.63,0.45,0.02,311.39,213.68,19.2,8.31,0.12,29.9,1.43,1.27,2.76,0.0,43.16,89.47,15.01,0.08,0.07,0.07,0.2,0.09,0.16,0.1,0.08,0.14,0.1,0.77,0.06,79.76,5.31,349.5,193.0
305,Mitchell Wilcox,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.04,0.0,0.0,0.0,-0.01,-0.04,0.0,14.73,16.59,120.69,0.54,1.25,0.02,65.4,121.79,7.11,0.44,0.09,11.59,0.47,0.33,1.12,0.0,6.62,30.72,5.84,0.05,0.03,0.05,0.09,0.04,0.19,0.05,0.05,0.13,0.07,0.29,0.04,25.13,4.3,412.0,400.0
306,Giovanni Ricci,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1,-0.06,0.0,0.0,0.0,0.01,0.01,0.0,8.69,8.62,110.19,0.86,1.26,0.03,53.35,146.92,6.84,1.54,-0.01,6.37,0.4,0.12,0.78,0.0,10.22,21.52,6.4,0.04,0.02,0.04,0.08,0.03,0.17,0.02,0.03,0.14,0.06,0.26,0.04,22.62,3.54,465.0,416.0
307,Sean McKeon,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1,0.1,0.0,0.0,0.0,0.05,0.38,0.0,10.88,9.8,106.28,1.34,1.23,0.03,34.06,125.99,5.26,1.72,0.06,7.82,0.38,0.1,0.58,0.0,12.2,23.89,6.96,0.04,0.02,0.06,0.08,0.03,0.19,0.04,0.05,0.16,0.07,0.28,0.04,25.63,3.68,460.5,396.0
308,Juwan Johnson,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.27,0.07,0.0,0.0,0.0,0.22,0.18,0.0,34.86,53.03,344.63,2.76,0.91,0.04,149.85,204.35,18.59,-1.62,-0.0,20.9,1.55,0.83,2.81,0.0,46.88,74.34,8.88,0.11,0.09,0.1,0.24,0.09,0.15,0.11,0.11,0.13,0.1,0.67,0.07,76.88,8.66,202.0,201.0
309,Harrison Bryant,TE,2024.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,-0.24,0.0,0.0,0.0,0.04,-0.02,0.25,0.0,0.0,0.0,-0.01,0.0,12.05,11.28,112.93,0.94,1.18,0.02,42.8,117.4,5.84,-2.97,-0.02,8.68,0.43,0.17,0.82,0.0,22.92,28.77,7.54,0.06,0.04,0.05,0.12,0.04,0.17,0.05,0.05,0.13,0.06,0.3,0.05,26.11,3.46,470.5,393.0
310,Colby Parkinson,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.01,0.03,0.0,17.66,16.02,161.84,0.99,1.2,0.03,64.07,147.77,8.73,-0.2,0.06,10.33,0.59,0.23,1.21,0.0,14.18,34.01,8.24,0.04,0.03,0.06,0.1,0.05,0.08,0.05,0.06,0.09,0.06,0.32,0.04,34.19,4.15,424.0,344.0
311,Cole Kmet,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.54,0.45,0.0,0.0,0.0,0.5,0.15,0.0,56.62,93.23,460.9,5.54,1.69,0.29,662.91,411.31,29.39,24.69,0.11,27.19,2.73,3.11,5.09,0.0,87.77,131.59,14.57,0.19,0.17,0.26,0.37,0.19,0.21,0.21,0.21,0.17,0.18,1.19,0.13,120.86,8.3,209.0,127.0
312,Josiah Deguara,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.04,-0.03,0.0,0.0,0.0,-0.01,-0.05,0.0,14.15,14.25,128.06,2.07,1.35,0.21,64.61,150.2,8.42,5.54,0.01,11.33,0.62,0.33,1.48,0.0,34.46,52.11,6.94,0.07,0.03,0.05,0.12,0.05,0.16,0.05,0.07,0.17,0.1,0.4,0.05,34.99,5.04,363.0,337.0
313,Adam Trautman,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.04,0.0,0.0,0.0,-0.01,-0.03,0.0,19.17,15.76,143.69,1.83,1.21,0.02,95.33,130.19,8.98,-0.37,-0.0,11.88,0.59,0.44,1.18,0.0,22.41,41.74,9.8,0.06,0.04,0.05,0.13,0.04,0.14,0.05,0.05,0.14,0.07,0.33,0.03,38.21,3.9,446.5,321.0
314,Albert Okwuegbunam,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.06,0.04,0.0,0.0,0.0,0.0,-0.03,0.0,14.94,23.43,113.77,0.89,1.3,0.11,67.73,129.82,8.63,0.17,-0.0,6.24,0.91,0.4,1.34,0.0,19.89,41.21,6.55,0.06,0.04,0.05,0.13,0.04,0.2,0.05,0.04,0.15,0.07,0.3,0.04,27.06,4.13,425.5,388.0
315,Brycen Hopkins,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,-0.01,0.0,15.16,14.86,156.7,1.14,1.17,0.02,33.94,152.3,7.76,2.97,-0.01,15.45,0.59,0.22,0.95,0.0,20.08,35.21,7.45,0.05,0.03,0.07,0.12,0.05,0.05,0.05,0.06,0.09,0.08,0.4,0.05,32.79,4.4,405.0,352.0
316,Charlie Woerner,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,3.88,9.41,0.0,0.0,0.0,3.89,3.06,0.0,12.97,11.25,90.06,1.37,1.16,0.02,40.11,126.67,6.15,3.52,0.2,10.33,0.38,0.12,0.56,0.0,15.06,26.75,7.3,0.04,0.02,0.06,0.1,0.04,0.11,0.02,0.03,0.09,0.07,0.34,0.05,28.91,3.96,440.0,379.0
317,Stephen Sullivan,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.03,0.07,0.0,0.0,0.0,0.02,0.19,0.0,16.87,15.03,172.62,2.92,1.45,0.02,70.55,156.83,8.71,1.76,0.0,21.24,0.75,0.2,1.16,0.0,25.39,38.22,7.38,0.07,0.03,0.07,0.11,0.06,0.2,0.05,0.07,0.15,0.1,0.5,0.06,46.13,6.25,290.0,280.0
318,Brevin Jordan,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.04,-0.06,0.0,0.0,0.0,0.0,-0.01,0.0,16.45,21.76,195.42,1.96,0.77,0.02,108.63,148.26,8.24,-0.35,0.17,15.63,0.59,0.45,1.89,0.0,28.47,53.77,8.31,0.06,0.05,0.08,0.14,0.07,0.17,0.06,0.05,0.13,0.08,0.31,0.05,43.22,5.2,357.0,302.0
319,John Bates,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,-0.0,0.0,14.59,15.81,131.6,0.6,0.65,0.02,77.52,150.91,8.12,3.78,0.01,10.59,0.43,0.23,0.68,0.0,16.68,40.16,7.94,0.06,0.03,0.05,0.12,0.05,0.16,0.04,0.06,0.13,0.08,0.39,0.04,27.48,3.46,470.5,386.0
320,Noah Gray,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.16,0.59,0.0,0.0,0.0,0.13,0.15,0.0,17.58,18.19,144.65,0.96,1.16,0.14,89.66,155.2,9.81,0.85,0.63,26.24,0.58,0.3,1.36,0.0,15.5,35.57,7.97,0.06,0.03,0.06,0.1,0.07,0.22,0.05,0.06,0.17,0.08,0.44,0.06,34.0,4.27,415.0,345.0
321,Jack Stoll,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.01,-0.01,0.0,0.0,0.0,0.11,0.17,0.0,11.32,11.62,104.35,0.6,1.18,0.02,31.39,118.17,6.1,-0.07,-0.01,7.18,0.4,0.12,0.74,0.0,9.24,24.76,6.14,0.03,0.02,0.04,0.07,0.04,0.09,0.03,0.05,0.1,0.07,0.29,0.04,21.58,3.51,467.5,424.0
