season,player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
2014,Barry Cofield,3069,DI,WAS,8,3,0,,0,0,32,0,0,,44.2,82.7,53.2,38.9,72.4,1,6,0,0,,0,0,0,0,0,0,1,0,2,0,0,249,247,50,35,7,155,0,2,168,81,0,2,2,0,0,8,0,0,0,
2014,Elvis Dumervil,3071,ED,BLT,16,2,0,100,2,1,3,1,0,60.2,76.9,14.9,82.6,62.7,63.4,9,28,0,0,10,21.1,4,0,7,83.3,4,20,0,113,1,57,609,485,0,0,466,19,0,124,412,140,10,23,13,0,4,57,0,16,23,4
2014,Kyle Williams,3079,DI,BUF,15,8,1,50,1,0,4,0,0,63.3,69.6,64.7,65.3,67.2,44.8,12,29,0,1,10,16.2,6,0,3,25,1,8,0,6,0,9,717,711,13,175,23,500,0,6,443,265,0,27,23,5,2,49,0,10,1,10
2014,Rob Ninkovich,3080,ED,NE,16,7,0,80,0,0,19,1,1,57.9,59.7,83.2,56.1,62.2,33.5,10,33,0,1,33,21.9,14,1,2,99.8,16,8,0,129,1,111,1022,875,0,1,736,138,0,147,551,360,17,36,43,5,20,51,1,179,83,11.2
2014,Parys Haralson,3085,ED,NO,16,7,0,55.6,2,0,20,1,0,53.7,57.9,0,55.1,70.5,50.4,4,7,0,0,10,22.5,9,0,5,62.7,5,3,0,218,5,65,488,255,0,1,243,11,0,233,167,256,10,20,24,3,9,14,0,31,30,6.2
2014,Dawan Landry,3091,S,NYJ,16,15,0,72.5,0,0,22,0,0,75.6,80.6,90.3,73.8,83.5,91.6,1,2,0,0,33,3.4,3,1,0,102.4,29,2,0,197,6,566,945,0,0,0,0,0,484,945,28,351,258,24,70,1,40,5,2,223,115,7.7
2014,Jeremy Mincey,3136,ED,DAL,16,4,0,80,0,0,9,1,0,63.6,72.6,74.6,72.5,61.1,49.7,7,37,0,0,17,21.4,6,0,1,133.8,4,6,0,0,0,13,706,706,0,23,80,603,0,0,426,267,0,19,18,4,5,50,1,33,15,8.3
2014,Kedric Golston,3141,DI,WAS,11,0,0,,0,0,32,0,0,60,36.6,80.7,49.6,39.2,51.4,0,0,0,0,,12.5,1,0,0,0,0,0,0,0,0,0,178,178,66,13,2,97,0,0,69,109,0,3,7,1,0,0,0,0,0,
2014,Antoine Bethea,3152,S,SF,16,16,0,58.5,0,2,28,0,0,89.6,87.7,89.8,90,71.6,72.7,0,1,1,4,36,11.6,13,3,0,50.2,24,1,0,266,7,644,1040,0,0,0,0,0,673,1040,5,391,94,35,83,4,41,2,1,303,121,12.6
2014,Cortland Finnegan,3160,CB,MIA,12,9,1,66.2,1,1,17,1,1,63,61.3,87.7,40,54.5,52.4,0,6,0,0,74,17,9,5,3,102.1,45,0,0,85,456,420,705,0,0,0,0,0,0,705,14,271,164,9,35,1,68,6,2,572,265,12.7
2014,Stephen Bowen,3242,DI,WAS,8,1,1,,0,0,32,0,0,60,51.8,81.7,48.2,56.4,74.3,0,2,0,0,,8.3,1,0,0,0,0,0,0,1,0,0,241,240,0,12,12,216,0,1,112,129,0,9,10,0,0,2,0,0,0,
2014,Jarrett Bush,3261,CB,GB,6,0,0,77.8,0,0,12,0,0,52.1,56,76.8,60,68.9,66.6,0,1,0,0,14,12.5,1,1,0,130.1,7,0,0,7,13,22,42,0,0,0,0,0,0,42,1,19,22,0,7,0,9,1,1,57,12,8.1
2014,Tom Johnson,3378,DI,MIN,16,2,0,,0,1,18,0,0,63.9,69.5,70.9,64.4,67.1,64.7,6,18,0,0,,11.8,2,0,1,0,0,6,0,0,0,1,435,435,1,419,9,6,0,0,321,113,0,15,13,1,0,30,0,0,0,
2014,Tony McDaniel,3423,DI,SEA,16,6,1,,0,0,29,0,0,60,55.7,21.6,50.5,65.2,38.5,0,4,0,0,,11.5,3,0,4,0,0,0,1,0,0,0,401,401,0,352,0,49,0,0,164,237,0,12,17,0,0,4,0,0,0,
2014,Tramon Williams,3558,CB,GB,16,7,0,64.3,0,0,12,1,0,69.5,69.1,88.1,50.5,62.1,64.6,1,2,0,3,79,10.5,8,9,4,101.7,63,0,0,91,737,605,1015,0,0,0,0,0,10,1015,15,395,177,12,61,0,98,3,8,743,331,11.8
2014,Brent Grimes,3589,CB,MIA,16,5,0,58.9,2,1,17,0,0,64.8,67.8,88.3,54.2,75,47.7,0,0,1,5,50,16.9,12,1,3,84.8,56,0,0,117,862,595,1014,0,0,0,0,0,1,1014,3,416,34,18,54,1,95,0,7,706,159,12.6
2014,Calvin Johnson,3618,WR,DET,1,0,0,,0,0,11,0,0,60,60,64.3,,,,0,0,0,0,,,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2014,LaRon Landry,3622,S,IND,11,9,0,50,0,0,14,0,0,55.9,65.8,88.4,91.1,73.6,89,2,2,0,0,40,4.4,2,1,1,87.1,10,3,0,114,3,226,408,0,0,0,0,0,230,408,18,164,61,9,34,2,20,7,1,128,49,12.8
2014,Patrick Willis,3627,LB,SF,6,6,0,62.5,1,0,28,0,0,78.1,74.7,2.2,70.9,63.6,71.4,1,4,0,1,15,7.3,3,0,3,58.3,15,0,0,296,1,206,342,31,0,0,31,0,3,311,23,113,11,11,32,0,24,5,0,124,68,8.3
2014,Darrelle Revis,3630,CB,NE,16,7,0,51.9,2,1,19,1,0,83.1,83.5,88.9,,72.4,77.3,0,0,0,2,45,7.4,4,11,4,72.6,41,0,0,31,745,650,1013,0,0,0,0,0,4,1013,0,363,233,12,43,2,79,0,2,557,222,13.6
2014,Lawrence Timmons,3631,LB,PIT,16,18,0,75,1,0,25,0,0,60.7,70.5,53.9,64.3,79.7,52.8,4,8,0,0,52,13.8,19,1,2,110.2,51,2,0,792,6,540,979,160,0,0,160,0,3,819,92,347,17,57,101,3,68,14,3,504,289,9.9
2014,Leon Hall,3634,CB,CIN,15,8,0,70.3,0,0,7,0,0,68.2,67.5,20.2,44.5,74.7,52.2,2,2,0,1,94,13.3,10,6,5,107.1,52,0,0,89,301,553,912,0,0,0,0,0,4,912,26,333,518,18,57,2,74,4,3,685,259,13.2
2014,Michael Griffin,3635,S,TEN,16,18,0,76.2,1,0,31,0,0,46.4,47.3,23.1,51.2,55.8,60.6,0,1,0,2,59,13.7,17,3,5,111.4,32,3,0,380,12,595,1132,1,0,0,0,1,659,1131,34,503,80,29,89,4,42,4,3,422,212,13.2
2014,Reggie Nelson,3637,S,CIN,16,8,0,58.7,1,0,7,0,0,84.3,79.9,24.4,52.9,77.2,74.6,3,7,0,4,29,10,10,7,4,47.3,27,2,0,290,19,622,1097,0,0,0,0,0,662,1097,55,420,126,25,82,5,46,12,1,279,132,10.3
2014,Brandon Meriweather,3640,S,WAS,10,5,0,64,0,3,32,1,0,43.3,55.4,88.2,80.8,77.6,66.5,1,4,0,0,50,12,6,3,1,137.8,16,3,0,201,19,326,597,0,0,0,0,0,275,597,38,233,102,21,39,3,25,8,5,257,121,16.1
2014,Jon Beason,3641,LB,NYG,4,6,0,71.4,0,0,21,0,0,53.3,49,75.1,60.6,48,58.3,1,0,0,0,24,11.8,2,1,0,92.6,5,0,0,159,0,79,159,0,0,0,0,0,0,159,7,73,0,5,9,1,7,1,0,52,28,10.4
2014,Anthony Spencer,3642,ED,DAL,13,6,1,100,2,1,9,1,1,69.9,66.4,50.3,59.1,71.5,79.8,6,9,0,0,21,0,0,0,3,115.3,3,1,0,101,1,16,372,269,0,1,17,251,1,103,244,112,0,11,14,1,3,16,0,35,32,11.7
2014,Alan Branch,3649,DI,NE,8,2,1,,0,0,19,0,0,,58.3,81.3,53.6,61.1,73.9,2,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,161,161,11,38,3,109,0,0,77,84,0,4,6,1,0,4,0,0,0,
2014,Paul Posluszny,3650,LB,JAX,7,6,0,83.3,0,0,15,1,0,61,61.8,77.9,69,58.8,74,1,2,0,0,65,9,6,1,0,122.2,25,2,0,455,1,270,488,7,0,0,7,0,3,481,25,193,22,29,55,2,30,5,1,320,183,12.8
2014,Eric Weddle,3653,S,SD,16,9,1,70.3,0,2,27,0,0,90,90.3,43.6,70.5,86.5,91.1,1,4,0,1,44,4.2,4,4,3,77.4,26,0,0,386,13,575,1020,0,0,0,0,0,501,1020,42,403,120,31,82,2,37,5,0,249,116,9.6
2014,Lamarr Woodley,3662,ED,OAK,6,3,0,50,0,0,23,0,0,75.1,56.4,81,59.9,46.6,54.9,3,7,0,0,24,11.1,1,2,0,93.8,1,0,0,106,0,17,285,179,0,1,168,10,0,106,129,139,0,2,5,0,2,10,0,24,10,24
2014,David Harris,3663,LB,NYJ,16,14,1,79.2,0,1,22,0,0,68.4,66.1,83.7,62.8,59.6,82.4,3,4,0,0,25,6.6,7,1,1,109.1,38,6,0,966,0,508,1012,33,0,0,33,0,5,979,120,384,8,42,85,4,48,13,2,329,171,8.7
2014,Justin Durant,3664,LB,DAL,6,11,0,82.1,0,2,9,1,0,68.1,59,76,61.2,46.5,67.3,1,5,0,1,27,10.7,6,1,1,107.3,23,0,0,296,4,178,324,3,0,0,3,0,8,321,20,126,13,27,39,5,28,6,2,213,111,9.3
2014,Josh Wilson,3671,CB,ATL,13,2,0,70.3,1,0,2,0,0,59.7,59.7,84.8,57,56.9,32.5,1,1,0,1,40,26.2,11,5,1,84.7,26,0,0,19,23,322,448,0,0,0,0,0,7,448,13,113,399,13,29,1,37,2,0,314,233,12.1
2014,Usama Young,3682,S,OAK,4,5,0,71.4,0,0,23,0,0,60.1,67.6,82.5,91.2,70.3,69.2,0,1,0,0,27,12.5,3,1,0,141.1,5,1,0,65,6,116,216,0,0,0,0,0,135,216,3,97,10,3,16,1,7,2,1,67,49,13.4
2014,Charles Johnson,3699,ED,CAR,16,10,2,100,3,2,5,1,0,40.9,69.1,38.1,77.1,61,39.4,10,53,0,0,56,17.5,7,0,5,158.3,4,8,0,93,0,20,786,693,0,12,136,545,0,93,504,262,0,20,23,2,4,71,1,126,109,31.5
2014,Brandon Mebane,3701,DI,SEA,9,3,0,,0,0,29,0,0,58.2,59.2,38.2,65.6,58.6,59.4,2,7,0,0,,14.3,2,0,2,0,0,1,0,0,0,2,280,280,14,251,0,15,0,0,127,151,0,10,9,4,0,10,0,0,0,
2014,Ray McDonald,3713,DI,SF,14,8,0,100,0,1,28,0,0,57.7,65,77.6,56.7,71,69.1,4,32,0,0,11,4.7,2,0,1,112.5,1,3,0,20,0,4,693,673,6,9,140,518,0,20,439,250,0,27,33,2,1,39,0,11,10,11
2014,Brian Robison,3718,ED,MIN,16,2,2,100,1,0,18,0,0,65.9,63.8,79,59.8,61.8,28,11,37,0,0,10,25.9,7,0,1,102.1,4,4,0,15,0,20,908,893,0,24,17,852,0,15,539,349,0,17,18,1,4,52,0,34,12,8.5
2014,Paul Soliai,3724,DI,ATL,15,4,0,,0,0,2,0,0,54.4,64.2,44,58.7,69.7,55.9,0,10,0,0,,14.7,5,0,3,0,0,1,0,0,0,2,505,505,86,362,0,57,0,0,230,273,0,20,25,5,0,11,0,0,0,
2014,Dashon Goldson,3742,S,TB,14,9,0,69.7,1,0,30,1,0,29.9,31.6,89.4,75.3,47.7,41.5,0,1,0,0,44,22.2,20,0,1,127.2,23,0,0,64,9,452,780,0,0,0,0,0,631,780,2,326,76,12,61,1,33,1,2,371,91,16.1
2014,Antwan Barnes,3750,ED,NYJ,5,0,0,100,0,0,22,0,0,54.9,44.8,0,41.6,64.5,32.3,1,2,0,0,14,33.3,1,0,1,108.3,2,0,0,15,0,12,55,39,0,0,28,11,0,16,19,24,1,1,2,0,2,3,0,20,12,10
2014,Tarell Brown,3763,CB,OAK,14,3,0,62.7,0,0,23,0,0,57.7,59.8,67.9,59.4,67.8,78.5,0,0,0,0,33,7.1,4,2,7,91.7,42,0,0,102,822,523,959,0,0,0,0,0,3,959,1,435,32,16,49,0,67,0,1,521,194,12.4
2014,Corey Graham,3784,CB,BUF,16,8,0,47.8,0,1,4,1,0,77,79.3,60.5,60,83.1,86,0,0,0,2,51,5.1,4,11,4,60.9,33,0,0,52,568,489,779,0,0,0,0,0,119,779,1,289,40,15,66,0,69,0,2,354,140,10.7
2014,William Gay,3786,CB,PIT,16,5,0,61,0,0,25,0,0,74.9,74.9,89.9,53.7,64.6,48.2,0,1,3,3,80,17.1,13,9,1,93.3,64,0,0,87,670,579,862,0,0,0,0,0,14,862,2,281,90,15,58,1,105,1,5,918,327,14.3
2014,Adam Hayward,3798,LB,WAS,4,0,0,100,0,0,32,0,0,62.7,59.9,73.9,57.2,58.5,69.9,0,1,0,0,6,0,0,0,0,91.7,1,0,0,9,0,9,13,4,0,0,4,0,0,9,2,2,0,1,1,0,1,1,0,6,3,6
2014,Desmond Bishop,3808,LB,SF,1,0,0,,0,0,28,0,0,60,28.6,67.8,,47,,0,0,0,0,,,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,
2014,Trumaine McBride,3837,CB,NYG,5,4,0,75,1,2,21,1,0,80.5,74.9,81.8,76,37.7,55.9,0,0,0,1,31,17.4,4,0,1,91.4,12,1,0,26,12,140,212,0,0,0,0,0,0,212,2,70,174,9,15,0,16,1,1,123,75,10.3
2014,Alan Ball,3853,CB,JAX,7,3,0,51.2,2,0,15,0,0,61.7,66.1,87,58.8,84.5,58.1,0,0,0,1,23,12.5,3,1,3,64.5,21,0,0,39,453,305,499,0,0,0,0,0,2,499,1,193,5,4,18,1,41,0,1,214,61,10.2
2014,Jackie Battle,3885,FB,TEN,1,0,0,,0,0,31,0,0,,60,60,,60,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
2014,Craig Dahl,3920,S,SF,12,2,0,77.8,0,0,28,0,0,58.9,56,85.9,50.6,49.8,55.8,0,2,0,1,27,16.7,3,1,1,110,7,0,0,25,5,120,182,0,0,0,0,0,139,182,3,59,13,2,13,0,9,2,1,99,29,14.1
2014,Mike Devito,3928,DI,KC,1,0,1,,0,0,16,0,0,,65.9,74.6,61.7,64.3,68.1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,26,0,0,15,11,0,0,1,0,0,0,0,0,0,
2014,Jason Trusnik,4083,LB,MIA,15,15,1,82.4,0,0,17,2,0,54.3,65,78.3,65.2,72.1,82.1,1,5,0,1,34,4.3,2,0,0,122.8,14,0,0,366,0,185,396,20,0,0,17,3,1,376,39,172,6,18,29,3,17,6,2,169,77,12.1
2014,James Ihedigbo,4147,S,DET,13,12,0,67.4,0,3,11,1,0,85.1,84.5,46.3,92.9,65.7,48.5,3,2,0,4,23,20.2,17,5,3,66.9,29,3,0,165,7,536,823,0,0,0,0,0,537,823,24,263,114,25,55,7,43,8,2,329,165,11.3
2014,Chris Long,4316,ED,SL,6,1,0,,1,0,26,1,0,60,44.7,54.8,46.4,52.7,45.3,2,7,0,0,,28.6,2,0,2,0,0,1,0,21,0,0,232,211,0,13,31,167,0,21,138,94,0,4,4,2,0,10,0,0,0,
2014,Keith Rivers,4323,LB,BUF,11,6,0,82.4,1,0,4,0,0,47.4,50.2,79,52.3,58,34.9,0,0,0,0,24,21.7,5,0,1,96.3,14,0,0,120,3,107,185,43,0,0,43,0,0,142,9,69,19,6,12,1,17,0,0,121,102,8.6
2014,Jerod Mayo,4324,LB,NE,6,8,0,83.3,0,0,19,1,0,56.4,65.7,80.1,61.4,72.6,83.3,1,5,0,0,38,7.7,4,0,0,145.8,15,1,0,319,1,164,334,11,0,0,11,0,0,323,32,138,3,19,40,2,18,7,2,182,158,12.1
2014,Leodis McKelvin,4325,CB,BUF,10,2,0,68.9,1,1,4,0,0,62.7,63.6,86.2,59.5,63.4,45.5,0,0,0,4,56,10.2,5,3,5,79.2,42,0,0,47,443,354,535,0,0,0,0,0,3,535,1,180,42,14,42,0,61,0,2,529,179,12.6
2014,Dominique Rodgers-Cromartie,4330,CB,NYG,16,2,0,56.8,0,0,21,0,0,76.2,77.1,87.8,59.7,71.6,59.4,0,1,0,2,67,17.4,8,8,5,88.3,42,0,0,53,672,470,752,0,0,0,0,0,3,752,1,281,23,8,36,1,74,1,5,492,192,11.7
2014,Aqib Talib,4334,CB,DEN,15,3,0,57.9,1,1,10,0,0,72,75,64.8,80.9,84.8,68.3,0,0,2,4,39,9.9,7,8,4,72.2,55,1,0,73,782,623,914,0,0,0,0,0,4,914,1,290,55,18,61,2,95,1,4,578,212,10.5
2014,Mike Jenkins,4339,CB,TB,1,1,0,33.3,1,0,30,0,0,61.3,55.9,75.6,60,46.4,29.6,0,0,0,0,26,33.3,1,0,1,105.6,1,0,0,4,27,14,31,0,0,0,0,0,0,31,1,16,0,0,1,0,3,0,1,26,0,26
2014,Antoine Cason,4341,CB,BLT,12,12,0,80,2,4,3,1,0,39.6,48.5,87,59.4,91,78.4,0,0,0,2,59,9,6,3,8,122.6,56,0,0,46,579,416,673,0,0,0,0,0,19,673,1,256,29,11,49,1,70,0,6,659,283,11.8
2014,Brandon Flowers,4349,CB,SD,14,5,0,56,1,0,27,0,0,78.5,79,87.7,62.2,67.3,73,1,0,0,3,77,7.3,4,2,2,84.2,42,0,0,91,538,496,818,0,0,0,0,0,4,818,1,321,185,15,46,1,75,1,4,618,273,14.7
2014,Curtis Lofton,4351,LB,NO,16,19,0,71,1,1,20,1,0,58.2,50.1,64.4,44.2,47.9,57.3,4,8,0,0,67,13.4,22,0,2,110.1,49,0,0,988,3,522,1044,41,0,0,41,0,7,1003,98,424,5,58,123,8,69,12,3,568,439,11.6
2014,Tracy Porter,4354,CB,WAS,3,0,0,37.5,0,0,32,0,0,45.3,43.9,79.4,,44.4,55.6,0,0,0,0,51,16.7,1,1,0,68.8,3,0,0,9,50,56,88,0,0,0,0,0,0,88,0,32,29,1,5,0,8,0,0,68,27,22.7
2014,Calais Campbell,4364,DI,ARZ,14,10,1,,0,1,1,0,0,71.8,82.7,76.1,61.6,90.1,77.1,7,30,0,1,,5.6,3,0,1,0,0,7,0,6,0,1,781,775,9,113,70,583,0,6,501,279,0,41,41,9,0,44,0,0,0,
2014,Quentin Groves,4366,ED,TEN,14,2,0,83.3,2,0,31,0,0,36.3,43,21.3,53.4,54.7,28.9,0,5,0,0,26,33.3,5,0,3,141.7,5,1,0,82,0,27,242,156,0,0,139,17,0,86,88,127,3,9,8,2,6,6,1,51,45,10.2
2014,Jason Jones,4368,ED,DET,16,4,2,,1,1,11,0,0,57.9,60.2,13,59.3,73.1,57,11,22,0,0,,23.8,5,0,7,0,0,7,0,8,0,6,647,639,0,132,68,439,0,8,462,179,0,13,12,0,0,40,0,0,0,
2014,Kendall Langford,4380,DI,SL,16,6,1,,0,0,26,0,0,59.9,67.2,87.3,59.2,67.1,48.9,4,10,0,0,,13,3,0,0,0,0,1,0,8,0,6,481,473,0,465,0,8,0,8,242,233,0,13,14,2,0,15,0,0,0,
2014,Charles Godfrey,4381,S,ATL,7,4,0,82.4,0,0,2,0,0,34.5,34,82.9,44.5,60.1,43.7,0,0,0,0,21,20,5,0,1,139.3,14,0,0,30,0,138,205,0,0,0,0,0,55,205,9,58,120,5,16,0,17,0,3,135,60,9.6
2014,Pat Sims,4391,DI,OAK,16,5,1,,0,0,23,0,0,61.3,61.2,36.1,55,65.9,60.4,2,4,0,0,,9.4,3,0,3,0,0,0,0,0,0,0,419,419,15,232,0,172,0,0,186,233,0,17,24,2,0,6,0,0,0,
2014,Andre Fluellen,4401,DI,DET,8,0,0,,0,0,11,1,0,66.1,54.4,13.6,61.1,54,72.5,2,7,0,0,,0,0,0,1,0,0,2,0,2,0,1,158,156,0,143,2,11,0,2,98,59,0,5,5,3,0,11,0,0,0,
2014,Cliff Avril,4406,ED,SEA,16,4,1,50,0,1,29,1,0,38.9,68,32.6,74.6,61.7,25.9,11,46,0,0,4,38.5,10,0,5,56.3,1,7,0,45,0,12,715,669,0,4,130,535,0,46,466,237,1,14,12,4,2,64,0,4,8,4
2014,Philip Wheeler,4407,LB,MIA,15,9,0,77.3,0,0,17,0,0,51.6,62.6,39.1,63.8,72,64.1,0,5,0,0,35,9.8,5,0,1,119.9,17,0,0,338,2,149,379,17,0,0,17,0,1,362,33,197,21,24,37,2,22,5,1,202,125,11.9
2014,Thomas DeCoud,4412,S,CAR,12,6,0,58.8,0,0,5,0,0,61.9,55.9,22.9,42.2,47.5,56.8,1,0,0,1,23,14.9,7,2,3,88.2,10,0,0,90,5,403,665,0,0,0,0,0,549,665,10,252,21,5,34,0,17,1,3,90,28,9
2014,Tyvon Branch,4414,S,OAK,3,3,0,80,0,0,23,0,0,58.6,64.9,81.1,68.6,70.4,73.2,0,0,0,0,26,12.9,4,0,0,100,4,1,0,66,1,80,190,0,0,0,0,0,108,190,6,104,15,10,24,0,5,1,0,40,32,10
2014,William Hayes,4417,ED,SL,16,4,0,,1,1,26,1,0,55.1,71.9,32.6,66.2,77.3,30.8,1,31,0,0,,16.7,7,0,4,0,0,5,0,5,0,2,537,532,0,24,19,489,0,5,311,224,0,28,31,7,0,37,0,0,0,
2014,Dwight Lowery,4427,S,ATL,16,10,2,63.4,0,1,2,1,0,62,67.4,91.1,70.8,75.5,67.9,2,4,0,2,57,10.1,10,1,0,79.6,45,1,0,379,26,588,1029,0,0,0,0,0,425,1029,36,405,199,18,79,3,71,7,0,621,229,13.8
2014,Quintin Demps,4431,S,NYG,15,7,1,63.3,0,1,21,0,0,57.2,55.4,50.1,43.6,57.1,51,1,3,0,4,26,17.2,10,2,1,66.5,19,0,0,163,3,373,629,0,0,0,0,0,386,629,16,240,76,12,41,1,30,4,2,209,127,11
2014,Red Bryant,4435,DI,JAX,16,6,0,,0,0,15,0,0,53.4,67.5,84.9,45.6,79.5,68.4,0,5,0,0,,7.7,2,0,0,0,0,2,0,2,0,6,522,520,0,35,5,480,0,2,219,297,0,16,18,2,0,7,0,0,0,
2014,Brandon Carr,4454,CB,DAL,16,10,0,58.3,6,0,9,1,0,53.6,56.3,66.8,91.3,64.8,31.3,1,0,0,0,72,20.8,15,6,9,116.6,49,1,0,84,879,619,1002,0,0,0,0,0,8,1002,3,380,30,13,47,1,84,2,6,849,316,17.3
2014,Zackary Bowman,4456,CB,NYG,14,3,0,36.1,1,0,21,1,0,51.7,56.6,85.7,52.6,75.2,75.9,0,0,0,2,32,9.1,2,2,1,75.1,13,0,0,71,371,246,450,0,0,0,0,0,0,450,3,201,7,4,17,0,36,0,4,251,53,19.3
2014,Orlando Scandrick,4457,CB,DAL,14,5,2,74.3,0,2,9,0,0,82.9,85,18.4,92.5,69.8,67,1,1,0,2,53,13.8,9,5,6,82.8,52,1,0,115,246,510,864,0,0,0,0,0,7,864,33,321,494,20,51,2,70,3,0,516,326,9.9
2014,Letroy Guion,4466,DI,GB,16,6,1,,1,1,12,0,0,59.8,53.9,30.5,57.9,56.8,56.9,3,8,0,0,,12.5,4,0,4,0,0,4,0,1,0,2,546,545,32,29,1,483,0,1,253,291,0,18,22,2,0,15,0,0,0,
2014,Kroy Biermann,4468,ED,ATL,16,18,1,88.9,0,1,2,0,0,37.6,61.5,72.6,57.7,72.3,59.2,8,28,0,0,29,14.5,12,0,1,103,16,6,0,320,5,92,848,499,0,0,113,386,0,349,395,361,24,45,53,6,18,42,0,157,115,9.8
2014,Erik Walden,4481,ED,IND,15,6,0,85.7,0,1,14,0,0,72.9,63.9,28.1,62.6,61.9,74.6,16,13,0,0,26,9.7,3,0,4,94,6,7,0,213,0,101,659,425,0,0,413,12,0,234,296,262,21,24,22,3,7,36,0,46,21,7.7
2014,Trevor Scott,4483,ED,CHI,3,1,0,,0,0,6,0,0,,60.4,73.8,66,56.1,72.1,1,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,23,22,0,0,0,22,0,1,10,13,0,0,1,0,0,2,0,0,0,
2014,Geno Hayes,4489,LB,JAX,16,10,0,71.4,0,1,15,0,0,58.3,68.2,76.4,92.9,66.5,87.2,0,2,0,0,47,6.8,4,0,0,108.5,20,2,0,541,3,257,573,9,0,0,9,0,0,564,16,300,20,34,45,10,28,4,1,235,129,11.8
2014,Nick Hayden,4495,DI,DAL,16,7,1,100,0,0,9,0,0,54.8,44.3,87.1,48.2,46.5,70.6,4,7,0,0,16,2.8,1,0,0,106.3,2,0,0,1,0,12,569,568,12,509,0,47,0,1,302,255,0,18,28,5,2,11,0,19,6,9.5
2014,Ahtyba Rubin,4504,DI,CLV,13,6,1,,1,0,8,0,0,63.2,50.1,68,48.7,53.8,57.6,2,5,0,0,,6.5,2,0,1,0,0,1,0,3,0,6,449,446,95,66,1,284,0,3,197,246,0,15,23,0,0,8,0,0,0,
2014,Ryan Mundy,4508,S,CHI,16,22,0,68,1,0,6,1,0,75.7,75.4,37.5,78.5,72.3,89.2,0,0,1,4,41,7.1,8,0,2,75.9,34,1,0,354,16,552,947,0,0,0,0,0,432,947,11,384,145,32,82,0,50,1,3,366,173,10.8
2014,Joe Mays,4514,LB,KC,5,1,0,40,0,0,16,1,0,65.2,53.9,82.8,52,48.6,68.4,0,1,0,0,3,0,0,0,0,47.9,2,0,0,102,0,40,117,15,0,0,15,0,0,102,4,73,0,4,15,2,5,1,0,5,5,2.5
2014,Andy Studebaker,4517,ED,IND,12,5,0,75,0,2,14,1,0,31.4,67,47.9,54.6,89.9,58.2,1,2,0,0,14,15.4,2,0,1,99,3,0,0,12,0,28,186,168,0,0,166,2,0,18,64,94,6,4,6,0,4,3,0,33,31,11
2014,Peyton Hillis,4541,HB,NYG,1,0,0,,0,0,21,0,0,,60,60,60,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2014,Cary Williams,4543,CB,PHI,16,3,0,56.6,0,0,24,0,0,65.6,65.4,52.5,57.9,64.3,67.8,0,0,0,2,46,10.4,7,6,7,89.5,56,0,0,127,1006,703,1154,0,0,0,0,0,7,1154,1,450,14,12,57,2,99,0,5,757,208,13.5
2014,Wesley Woodyard,4583,LB,TEN,16,31,1,71.1,0,0,31,0,0,59.7,54.6,69,63.7,49.2,49.1,4,9,0,2,24,13.3,14,1,1,106.8,27,3,0,721,0,362,879,139,0,0,139,0,0,740,88,429,19,38,60,3,38,16,6,254,202,9.4
2014,JoLonn Dunbar,4588,LB,SL,15,6,0,84.2,0,0,26,0,0,30.2,38.6,40.8,56.8,50.7,36.4,2,3,0,0,30,17.8,8,0,1,107.7,16,1,0,403,6,122,422,2,0,1,1,0,0,420,49,251,11,20,31,5,19,6,0,187,142,11.7
2014,Elbert Mack,4624,CB,HST,4,0,0,100,0,0,13,0,0,30,35.6,73.8,,66.5,56.1,0,0,0,0,34,20,1,0,0,118.8,2,0,0,2,0,11,15,0,0,0,0,0,0,15,0,4,13,1,4,0,2,0,0,43,10,21.5
